
,X,Y,Z,time
,0.67,-3.54,-2.44,2025-03-17T15:43:21.236128Z
,0.67,-3.54,-2.44,2025-03-17T15:43:22.314865Z
,0.79,-3.48,-2.38,2025-03-17T15:43:23.439179Z
,0.61,-3.54,-2.44,2025-03-17T15:43:24.614669Z
,0.49,-3.48,-2.38,2025-03-17T15:43:25.635065Z
,0.73,-3.48,-2.38,2025-03-17T15:43:26.7339Z
,0.55,-3.66,-2.44,2025-03-17T15:43:27.843223Z
,0.67,-3.42,-2.44,2025-03-17T15:43:29.019595Z
,0.79,-3.48,-2.44,2025-03-17T15:43:30.145055Z
,0.61,-3.48,-2.5,2025-03-17T15:43:31.168598Z
,0.79,-3.54,-2.44,2025-03-17T15:43:32.295845Z
,0.67,-3.6,-2.44,2025-03-17T15:43:33.421607Z
,0.73,-3.48,-2.38,2025-03-17T15:43:34.549044Z
,0.79,-3.48,-2.44,2025-03-17T15:43:35.574961Z
,0.73,-3.54,-2.5,2025-03-17T15:43:36.699961Z
,0.79,-3.54,-2.44,2025-03-17T15:43:37.782278Z
,0.73,-3.54,-2.38,2025-03-17T15:43:38.883491Z
,0.92,-3.54,-2.2,2025-03-17T15:43:40.081863Z
,0.73,-3.66,-2.44,2025-03-17T15:43:41.204048Z
,0.73,-3.48,-2.38,2025-03-17T15:43:42.228013Z
,0.73,-3.54,-2.38,2025-03-17T15:43:43.312537Z
,0.73,-3.54,-2.5,2025-03-17T15:43:44.48062Z
,0.67,-3.54,-2.38,2025-03-17T15:43:45.516986Z
,0.79,-3.54,-2.26,2025-03-17T15:43:46.733346Z
,0.73,-3.6,-2.38,2025-03-17T15:43:47.765604Z
,0.43,-3.42,-2.5,2025-03-17T15:43:48.827981Z
,0.79,-3.72,-2.38,2025-03-17T15:43:50.011956Z
,0.55,-3.48,-2.56,2025-03-17T15:43:51.136906Z
,0.85,-3.54,-2.44,2025-03-17T15:43:52.14429Z
,0.49,-3.48,-2.44,2025-03-17T15:43:53.288369Z
,0.61,-3.42,-2.38,2025-03-17T15:43:54.41382Z
,0.73,-3.54,-2.5,2025-03-17T15:43:55.462699Z
,0.67,-3.48,-2.44,2025-03-17T15:43:56.666988Z
,0.67,-3.54,-2.44,2025-03-17T15:43:57.692009Z
,0.55,-3.48,-2.44,2025-03-17T15:43:58.816725Z
,0.92,-3.48,-2.38,2025-03-17T15:43:59.94475Z
,0.79,-3.54,-2.32,2025-03-17T15:44:01.070604Z
,0.67,-3.42,-2.44,2025-03-17T15:44:02.087281Z
,0.61,-3.48,-2.5,2025-03-17T15:44:03.221488Z
,0.67,-3.54,-2.32,2025-03-17T15:44:04.449029Z
,0.73,-3.54,-2.32,2025-03-17T15:44:05.403764Z
,0.61,-3.54,-2.5,2025-03-17T15:44:06.599508Z
,0.49,-3.54,-2.44,2025-03-17T15:44:07.609333Z
,0.61,-3.66,-2.38,2025-03-17T15:44:08.75105Z
,0.61,-3.48,-2.38,2025-03-17T15:44:09.822452Z
,0.73,-3.54,-2.38,2025-03-17T15:44:11.003895Z
,0.55,-3.54,-2.38,2025-03-17T15:44:12.031362Z
,0.49,-3.48,-2.44,2025-03-17T15:44:13.134024Z
,0.67,-3.42,-2.44,2025-03-17T15:44:14.280725Z
,0.79,-3.42,-2.38,2025-03-17T15:44:15.406448Z
,0.61,-3.6,-2.44,2025-03-17T15:44:16.532505Z
,0.85,-3.48,-2.38,2025-03-17T15:44:17.555901Z
,0.73,-3.42,-2.38,2025-03-17T15:44:18.684291Z
,0.55,-3.54,-2.38,2025-03-17T15:44:19.809747Z
,0.73,-3.54,-2.32,2025-03-17T15:44:20.869831Z
,0.61,-3.54,-2.38,2025-03-17T15:44:21.976068Z
,0.67,-3.54,-2.44,2025-03-17T15:44:23.08023Z
,0.61,-3.48,-2.32,2025-03-17T15:44:24.213613Z
,0.73,-3.54,-2.32,2025-03-17T15:44:25.28642Z
,0.92,-3.54,-2.38,2025-03-17T15:44:26.465384Z
,0.73,-3.6,-2.44,2025-03-17T15:44:27.500207Z
,0.61,-3.54,-2.44,2025-03-17T15:44:28.603479Z
,0.73,-3.6,-2.32,2025-03-17T15:44:29.743444Z
,0.73,-3.6,-2.38,2025-03-17T15:44:30.86879Z
,0.61,-3.54,-2.38,2025-03-17T15:44:31.996819Z
,0.73,-3.6,-2.38,2025-03-17T15:44:33.022272Z
,0.73,-3.42,-2.38,2025-03-17T15:44:34.14647Z
,0.67,-3.54,-2.38,2025-03-17T15:44:35.272653Z
,0.67,-3.36,-2.44,2025-03-17T15:44:36.345639Z
,0.73,-3.54,-2.32,2025-03-17T15:44:37.524823Z
,0.79,-3.54,-2.38,2025-03-17T15:44:38.594237Z
,0.79,-3.6,-2.38,2025-03-17T15:44:39.648467Z
,0.73,-3.54,-2.38,2025-03-17T15:44:40.757378Z
,0,-3.48,-2.38,2025-03-17T15:44:41.862976Z
,0.73,-3.54,-2.38,2025-03-17T15:44:42.962193Z
,0.43,-3.6,-2.2,2025-03-17T15:44:44.079394Z
,0.67,-3.6,-2.38,2025-03-17T15:44:45.176603Z
,0.55,-3.54,-2.44,2025-03-17T15:44:46.334415Z
,0.61,-3.6,-2.38,2025-03-17T15:44:47.457558Z
,0.49,-3.48,-2.44,2025-03-17T15:44:48.585021Z
,0.85,-3.6,-2.38,2025-03-17T15:44:49.590887Z
,0.98,-3.48,-2.38,2025-03-17T15:44:50.697789Z
,0.49,-3.42,-2.38,2025-03-17T15:44:51.808041Z
,0.61,-3.54,-2.38,2025-03-17T15:44:53.037242Z
,0.24,-3.66,-2.32,2025-03-17T15:44:54.114815Z
,0.73,-3.54,-2.38,2025-03-17T15:44:55.137546Z
,0.98,-3.48,-2.44,2025-03-17T15:44:56.265023Z
,0.61,-3.42,-2.38,2025-03-17T15:44:57.390196Z
,0.73,-3.48,-2.44,2025-03-17T15:44:58.51786Z
,0.61,-3.54,-2.44,2025-03-17T15:44:59.535096Z
,0.85,-3.36,-2.44,2025-03-17T15:45:00.668757Z
,0.67,-3.48,-2.38,2025-03-17T15:45:01.794468Z
,0.67,-3.42,-2.38,2025-03-17T15:45:02.852365Z
,0.79,-3.42,-2.38,2025-03-17T15:45:04.046392Z
,0.67,-3.42,-2.44,2025-03-17T15:45:05.057282Z
,0.73,-3.48,-2.38,2025-03-17T15:45:06.2993Z
,0.67,-3.6,-2.38,2025-03-17T15:45:07.323181Z
,0.67,-3.54,-2.44,2025-03-17T15:45:08.376823Z
,0.73,-3.54,-2.44,2025-03-17T15:45:09.576438Z
,0.43,-3.23,-2.5,2025-03-17T15:45:10.587129Z
,0.79,-3.72,-2.38,2025-03-17T15:45:11.725784Z
,0.61,-3.48,-2.38,2025-03-17T15:45:12.794848Z
,0.73,-3.6,-2.38,2025-03-17T15:45:13.980701Z
,0.79,-3.36,-2.44,2025-03-17T15:45:15.012635Z
,0.92,-3.42,-2.38,2025-03-17T15:45:16.131132Z
,0.55,-3.6,-2.38,2025-03-17T15:45:17.256016Z
,0.61,-3.48,-2.38,2025-03-17T15:45:18.329657Z
,0.73,-3.6,-2.38,2025-03-17T15:45:19.508866Z
,0.73,-3.48,-2.38,2025-03-17T15:45:20.614184Z
,0.61,-3.54,-2.38,2025-03-17T15:45:21.660105Z
,0.85,-3.48,-2.5,2025-03-17T15:45:22.734292Z
,0.79,-3.72,-2.32,2025-03-17T15:45:23.912091Z
,0.61,-3.42,-2.44,2025-03-17T15:45:26.370635Z
,0.43,-3.48,-2.44,2025-03-17T15:45:26.677756Z
,0.67,-3.48,-2.44,2025-03-17T15:45:27.169275Z
,0.98,-3.48,-2.38,2025-03-17T15:45:28.26147Z
,0.67,-3.54,-2.32,2025-03-17T15:45:29.389264Z
,0.67,-3.48,-2.44,2025-03-17T15:45:30.470172Z
,0.61,-3.48,-2.38,2025-03-17T15:45:31.592264Z
,0.79,-3.48,-2.44,2025-03-17T15:45:32.676955Z
,0.49,-3.48,-2.38,2025-03-17T15:45:33.848493Z
,0.55,-3.48,-2.38,2025-03-17T15:45:34.918874Z
,0.79,-3.48,-2.44,2025-03-17T15:45:36.097921Z
,0.67,-3.54,-2.32,2025-03-17T15:45:37.096742Z
,0.73,-3.6,-2.32,2025-03-17T15:45:38.24891Z
,0.37,-3.54,-2.38,2025-03-17T15:45:39.307163Z
,0.37,-3.54,-2.32,2025-03-17T15:45:40.50227Z
,0.73,-3.42,-2.26,2025-03-17T15:45:41.62915Z
,1.04,-3.66,-2.38,2025-03-17T15:45:42.653537Z
,0.79,-3.6,-2.38,2025-03-17T15:45:43.778029Z
,0.73,-3.48,-2.32,2025-03-17T15:45:44.850736Z
,0.55,-3.48,-2.44,2025-03-17T15:45:46.134521Z
,0.55,-3.54,-2.32,2025-03-17T15:45:47.0404Z
,0.79,-3.54,-2.44,2025-03-17T15:45:48.181269Z
,0.12,-3.6,-2.38,2025-03-17T15:45:49.309369Z
,0.61,-3.54,-2.38,2025-03-17T15:45:50.358218Z
,0.43,-3.6,-2.38,2025-03-17T15:45:51.462487Z
,0.79,-3.48,-2.44,2025-03-17T15:45:52.584553Z
,0.98,-3.48,-2.44,2025-03-17T15:45:53.668599Z
,0.49,-3.42,-2.44,2025-03-17T15:45:54.838818Z
,0.85,-3.66,-2.5,2025-03-17T15:45:55.877681Z
,0.73,-3.6,-2.5,2025-03-17T15:45:56.989456Z
,0.92,-3.6,-2.44,2025-03-17T15:45:58.091693Z
,0.55,-3.6,-2.38,2025-03-17T15:45:59.241308Z
,0.73,-3.48,-2.32,2025-03-17T15:46:00.298515Z
,0.61,-3.48,-2.38,2025-03-17T15:46:01.494223Z
,0.61,-3.54,-2.38,2025-03-17T15:46:02.517589Z
,0.67,-3.42,-2.38,2025-03-17T15:46:03.613793Z
,0.67,-3.48,-2.38,2025-03-17T15:46:04.770333Z
,0.79,-3.48,-2.38,2025-03-17T15:46:05.897825Z
,0.67,-3.54,-2.38,2025-03-17T15:46:06.93165Z
,0.98,-3.54,-2.32,2025-03-17T15:46:08.039415Z
,0.43,-3.66,-2.38,2025-03-17T15:46:09.148787Z
,0.61,-3.42,-2.38,2025-03-17T15:46:10.30154Z
,0.79,-3.54,-2.32,2025-03-17T15:46:11.350573Z
,0.73,-3.54,-2.38,2025-03-17T15:46:12.455992Z
,0.61,-3.48,-2.38,2025-03-17T15:46:13.577722Z
,0.73,-3.48,-2.38,2025-03-17T15:46:14.704234Z
,0.73,-3.6,-2.44,2025-03-17T15:46:15.829582Z
,0.61,-3.48,-2.44,2025-03-17T15:46:16.875396Z
,0.55,-3.54,-2.38,2025-03-17T15:46:17.980629Z
,0.73,-3.54,-2.44,2025-03-17T15:46:19.106448Z
,0.79,-3.6,-2.5,2025-03-17T15:46:20.234086Z
,0.61,-3.54,-2.38,2025-03-17T15:46:21.353519Z
,0.79,-3.54,-2.44,2025-03-17T15:46:22.48622Z
,0.73,-3.54,-2.44,2025-03-17T15:46:23.509085Z
,0.73,-3.42,-2.38,2025-03-17T15:46:24.637412Z
,0.67,-3.48,-2.38,2025-03-17T15:46:25.712402Z
,0.73,-3.54,-2.38,2025-03-17T15:46:26.830988Z
,0.73,-3.54,-2.44,2025-03-17T15:46:27.918115Z
,0.67,-3.48,-2.44,2025-03-17T15:46:29.025975Z
,0.67,-3.54,-2.38,2025-03-17T15:46:30.129924Z
,0.67,-3.48,-2.38,2025-03-17T15:46:31.29355Z
,0.49,-3.66,-2.44,2025-03-17T15:46:32.419633Z
,-6.41,-5.98,-2.26,2025-03-17T15:46:33.546506Z
,0.67,-3.6,-2.32,2025-03-17T15:46:34.569889Z
,0.49,-3.48,-2.38,2025-03-17T15:46:35.654144Z
,0.49,-3.48,-2.38,2025-03-17T15:46:36.823086Z
,1.53,-3.54,-2.5,2025-03-17T15:46:37.867517Z
,-0.12,-3.54,-2.32,2025-03-17T15:46:38.973922Z
,0.85,-3.54,-2.38,2025-03-17T15:46:40.074056Z
,0.73,-3.48,-2.38,2025-03-17T15:46:41.225234Z
,0.92,-3.48,-2.38,2025-03-17T15:46:42.288722Z
,0.61,-3.54,-2.38,2025-03-17T15:46:43.479044Z
,0.55,-3.48,-2.44,2025-03-17T15:46:44.502062Z
,-1.28,-3.6,-2.32,2025-03-17T15:46:45.60283Z
,0.73,-3.48,-2.44,2025-03-17T15:46:46.754946Z
,0.67,-3.6,-2.38,2025-03-17T15:46:47.84913Z
,0.73,-3.42,-2.44,2025-03-17T15:46:49.007391Z
,0.79,-3.48,-2.44,2025-03-17T15:46:50.031666Z
,0.67,-3.48,-2.44,2025-03-17T15:46:51.12265Z
,0.85,-3.66,-2.44,2025-03-17T15:46:52.229134Z
,0.92,-3.42,-2.38,2025-03-17T15:46:53.41129Z
,0.67,-3.66,-2.44,2025-03-17T15:46:54.53733Z
,0.61,-3.54,-2.44,2025-03-17T15:46:55.564176Z
,0.67,-3.48,-2.32,2025-03-17T15:46:56.687738Z
,0.49,-3.48,-2.44,2025-03-17T15:46:57.814322Z
,0.79,-3.78,-2.38,2025-03-17T15:46:58.940707Z
,0.67,-3.6,-2.38,2025-03-17T15:47:00.06806Z
,-0.98,-3.23,-2.2,2025-03-17T15:47:01.068424Z
,0.98,-3.54,-2.32,2025-03-17T15:47:02.172592Z
,0.73,-3.48,-2.44,2025-03-17T15:47:03.343884Z
,0.67,-3.48,-2.5,2025-03-17T15:47:04.471233Z
,0.24,-3.72,-2.5,2025-03-17T15:47:05.494534Z
,0.85,-3.48,-2.44,2025-03-17T15:47:06.622378Z
,0.43,-3.36,-2.2,2025-03-17T15:47:07.696156Z
,0.98,-3.66,-2.44,2025-03-17T15:47:08.874331Z
,0.85,-3.48,-2.38,2025-03-17T15:47:09.905066Z
,0.67,-3.48,-2.44,2025-03-17T15:47:11.02132Z
,0.98,-3.42,-2.44,2025-03-17T15:47:12.116497Z
,0.67,-3.54,-2.44,2025-03-17T15:47:13.224243Z
,0.61,-3.54,-2.38,2025-03-17T15:47:14.40324Z
,0.61,-3.48,-2.44,2025-03-17T15:47:15.529749Z
,0.55,-3.54,-2.5,2025-03-17T15:47:16.539207Z
,0.61,-3.48,-2.38,2025-03-17T15:47:17.680038Z
,-1.22,-3.72,-2.32,2025-03-17T15:47:18.807011Z
,0.49,-3.42,-2.38,2025-03-17T15:47:19.885839Z
,0.49,-3.48,-2.32,2025-03-17T15:47:21.059281Z
,0.18,-3.42,-2.38,2025-03-17T15:47:22.066162Z
,0.92,-3.54,-2.38,2025-03-17T15:47:23.163843Z
,0.73,-3.54,-2.38,2025-03-17T15:47:24.337276Z
,0.73,-3.54,-2.44,2025-03-17T15:47:25.462427Z
,0.61,-3.6,-2.44,2025-03-17T15:47:26.589098Z
,0.98,-3.42,-2.44,2025-03-17T15:47:27.613794Z
,0.73,-3.48,-2.38,2025-03-17T15:47:28.74011Z
,0.98,-3.54,-2.38,2025-03-17T15:47:29.793456Z
,0.73,-3.54,-2.44,2025-03-17T15:47:30.992401Z
,0.55,-3.6,-2.44,2025-03-17T15:47:32.017468Z
,0.67,-3.54,-2.44,2025-03-17T15:47:33.109339Z
,0.67,-3.54,-2.44,2025-03-17T15:47:34.270691Z
,0.61,-3.54,-2.44,2025-03-17T15:47:35.39515Z
,0.73,-3.6,-2.38,2025-03-17T15:47:36.52194Z
,0.67,-3.48,-2.5,2025-03-17T15:47:37.546826Z
,0.55,-3.54,-2.38,2025-03-17T15:47:38.635097Z
,0.73,-3.54,-2.44,2025-03-17T15:47:39.741363Z
,0.67,-3.54,-2.38,2025-03-17T15:47:40.928038Z
,0.73,-3.48,-2.38,2025-03-17T15:47:42.05279Z
,0.61,-3.48,-2.44,2025-03-17T15:47:43.051174Z
,0.79,-3.6,-2.44,2025-03-17T15:47:46.358607Z
,0.85,-3.48,-2.38,2025-03-17T15:47:46.663821Z
,0.92,-3.54,-2.38,2025-03-17T15:47:46.972029Z
,0.61,-3.6,-2.44,2025-03-17T15:47:47.58277Z
,0.67,-3.48,-2.38,2025-03-17T15:47:48.577257Z
,0.61,-3.54,-2.38,2025-03-17T15:47:49.73153Z
,0.67,-3.48,-2.32,2025-03-17T15:47:50.798637Z
,0.73,-3.54,-2.5,2025-03-17T15:47:51.940274Z
,0.98,-3.48,-2.44,2025-03-17T15:47:52.993365Z
,0.61,-3.54,-2.5,2025-03-17T15:47:54.135808Z
,0.67,-3.48,-2.44,2025-03-17T15:47:55.26312Z
,0.73,-3.54,-2.5,2025-03-17T15:47:56.387971Z
,0.85,-3.48,-2.44,2025-03-17T15:47:57.415292Z
,0.31,-3.48,-2.38,2025-03-17T15:47:58.538156Z
,0.67,-3.42,-2.38,2025-03-17T15:47:59.767595Z
,0.85,-3.6,-2.44,2025-03-17T15:48:00.791051Z
,0.79,-3.54,-2.5,2025-03-17T15:48:01.834881Z
,0.85,-3.42,-2.44,2025-03-17T15:48:02.943312Z
,0.79,-3.48,-2.38,2025-03-17T15:48:04.070121Z
,0.85,-3.54,-2.38,2025-03-17T15:48:05.152299Z
,0.92,-3.54,-2.26,2025-03-17T15:48:06.265779Z
,0.79,-3.54,-2.38,2025-03-17T15:48:07.448539Z
,0.61,-3.48,-2.26,2025-03-17T15:48:08.57359Z
,0.79,-3.54,-2.38,2025-03-17T15:48:09.598494Z
,0.79,-3.42,-2.38,2025-03-17T15:48:10.677538Z
,0.55,-3.66,-2.38,2025-03-17T15:48:11.779856Z
,0.67,-3.54,-2.38,2025-03-17T15:48:12.884134Z
,0.67,-3.48,-2.32,2025-03-17T15:48:14.002038Z
,0.61,-3.54,-2.44,2025-03-17T15:48:15.096026Z
,0.67,-3.54,-2.38,2025-03-17T15:48:16.255172Z
,0.73,-3.6,-2.38,2025-03-17T15:48:17.381155Z
,0.79,-3.6,-2.44,2025-03-17T15:48:18.506424Z
,0.79,-3.6,-2.38,2025-03-17T15:48:19.530619Z
,2.01,-3.17,-2.69,2025-03-17T15:48:20.620549Z
,0.85,-3.42,-2.44,2025-03-17T15:48:21.783356Z
,0.67,-3.42,-2.44,2025-03-17T15:48:22.832144Z
,0.85,-3.48,-2.5,2025-03-17T15:48:24.037469Z
,0.73,-3.48,-2.38,2025-03-17T15:48:25.041613Z
,0.67,-3.48,-2.38,2025-03-17T15:48:26.186614Z
,0.61,-3.48,-2.38,2025-03-17T15:48:27.250479Z
,0.67,-3.54,-2.38,2025-03-17T15:48:28.439413Z
,0.61,-3.54,-2.38,2025-03-17T15:48:29.567449Z
,0.92,-3.54,-2.38,2025-03-17T15:48:30.569219Z
,0.79,-3.6,-2.44,2025-03-17T15:48:31.716214Z
,0.85,-3.48,-2.38,2025-03-17T15:48:32.779938Z
,0.49,-3.54,-2.38,2025-03-17T15:48:33.969617Z
,0.61,-3.54,-2.32,2025-03-17T15:48:34.994567Z
,0.24,-3.48,-2.38,2025-03-17T15:48:36.119653Z
,0.61,-3.54,-2.38,2025-03-17T15:48:37.247645Z
,0.67,-3.54,-2.38,2025-03-17T15:48:38.372482Z
,0.73,-3.6,-2.38,2025-03-17T15:48:40.31533Z
,0.73,-3.54,-2.38,2025-03-17T15:48:40.621235Z
,0.85,-3.48,-2.32,2025-03-17T15:48:41.628286Z
,0.61,-3.6,-2.44,2025-03-17T15:48:42.775407Z
,0.79,-3.36,-2.44,2025-03-17T15:48:43.829095Z
,0.06,-3.6,-2.44,2025-03-17T15:48:45.028545Z
,0.06,-3.54,-2.44,2025-03-17T15:48:46.053647Z
,0.67,-3.54,-2.44,2025-03-17T15:48:47.140211Z
,0.79,-3.6,-2.44,2025-03-17T15:48:48.306268Z
,1.22,-3.36,-2.38,2025-03-17T15:48:49.379248Z
,0.55,-3.54,-2.38,2025-03-17T15:48:50.55824Z
,0.98,-3.54,-2.44,2025-03-17T15:48:51.583134Z
,0.73,-3.66,-2.38,2025-03-17T15:48:52.708553Z
,1.22,-3.42,-2.5,2025-03-17T15:48:53.772209Z
,0.18,-3.78,-2.38,2025-03-17T15:48:54.961372Z
,0.67,-3.48,-2.38,2025-03-17T15:48:56.088446Z
,0.67,-3.54,-2.44,2025-03-17T15:48:57.081176Z
,0.67,-3.48,-2.38,2025-03-17T15:48:58.239708Z
,0.85,-3.54,-2.38,2025-03-17T15:48:59.36572Z
,0.73,-3.48,-2.38,2025-03-17T15:49:00.491005Z
,0.73,-3.6,-2.44,2025-03-17T15:49:01.617513Z
,0.12,-3.54,-2.26,2025-03-17T15:49:02.621627Z
,0.73,-3.54,-2.5,2025-03-17T15:49:03.770886Z
,0.55,-3.48,-2.38,2025-03-17T15:49:04.894459Z
,0.73,-3.54,-2.38,2025-03-17T15:49:06.020639Z
,0.61,-3.42,-2.44,2025-03-17T15:49:07.033636Z
,0.55,-3.48,-2.32,2025-03-17T15:49:08.159714Z
,0.73,-3.54,-2.2,2025-03-17T15:49:09.298567Z
,0.61,-3.48,-2.44,2025-03-17T15:49:10.423985Z
,0.79,-3.54,-2.44,2025-03-17T15:49:11.445024Z
,0.37,-3.48,-2.38,2025-03-17T15:49:12.550842Z
,0.67,-3.48,-2.38,2025-03-17T15:49:13.701913Z
,0.49,-3.42,-2.44,2025-03-17T15:49:14.827064Z
,0.61,-3.48,-2.5,2025-03-17T15:49:15.954488Z
,0.73,-3.66,-2.38,2025-03-17T15:49:16.971227Z
,-1.1,-3.66,-2.2,2025-03-17T15:49:18.07282Z
,1.04,-3.3,-2.44,2025-03-17T15:49:19.230551Z
,0.92,-3.78,-2.44,2025-03-17T15:49:20.358372Z
,0.73,-3.54,-2.38,2025-03-17T15:49:21.389033Z
,0.79,-3.48,-2.38,2025-03-17T15:49:22.495902Z
,0.73,-3.48,-2.38,2025-03-17T15:49:23.595753Z
,0.79,-3.54,-2.44,2025-03-17T15:49:24.761368Z
,0.98,-3.66,-2.38,2025-03-17T15:49:25.806692Z
,0.55,-3.42,-2.5,2025-03-17T15:49:26.914988Z
,0.79,-3.54,-2.44,2025-03-17T15:49:28.037547Z
,0.79,-3.48,-2.38,2025-03-17T15:49:29.163495Z
,0.79,-3.48,-2.38,2025-03-17T15:49:30.289874Z
,0.73,-3.6,-2.32,2025-03-17T15:49:31.416943Z
,0.61,-3.6,-2.5,2025-03-17T15:49:32.543368Z
,0.73,-3.48,-2.44,2025-03-17T15:49:33.567274Z
,0.73,-3.48,-2.38,2025-03-17T15:49:34.694438Z
,0.73,-3.54,-2.38,2025-03-17T15:49:35.767064Z
,0.79,-3.48,-2.32,2025-03-17T15:49:36.947145Z
,0.67,-3.48,-2.38,2025-03-17T15:49:37.971272Z
,0.92,-3.48,-2.32,2025-03-17T15:49:39.096358Z
,0.73,-3.6,-2.38,2025-03-17T15:49:40.172008Z
,0.73,-3.54,-2.32,2025-03-17T15:49:41.277402Z
,0.37,-3.48,-2.44,2025-03-17T15:49:42.44383Z
,0.73,-3.54,-2.38,2025-03-17T15:49:43.499554Z
,0.67,-3.48,-2.32,2025-03-17T15:49:44.626086Z
,0.67,-3.54,-2.44,2025-03-17T15:49:45.695572Z
,0.49,-3.6,-2.32,2025-03-17T15:49:46.798235Z
,0.98,-3.48,-2.44,2025-03-17T15:49:48.005645Z
,0.79,-3.48,-2.32,2025-03-17T15:49:49.029332Z
,0.79,-3.48,-2.38,2025-03-17T15:49:50.11958Z
,0.49,-3.54,-2.38,2025-03-17T15:49:51.282282Z
,0.92,-3.66,-2.38,2025-03-17T15:49:52.326942Z
,0.85,-3.54,-2.44,2025-03-17T15:49:53.536423Z
,0.55,-3.48,-2.38,2025-03-17T15:49:54.560544Z
,0.85,-3.54,-2.44,2025-03-17T15:49:55.735439Z
,0.73,-3.48,-2.38,2025-03-17T15:49:56.811847Z
,0.61,-3.6,-2.44,2025-03-17T15:49:57.938255Z
,0.73,-3.6,-2.38,2025-03-17T15:49:58.962256Z
,0.49,-3.48,-2.38,2025-03-17T15:50:00.256161Z
,0.49,-3.66,-2.38,2025-03-17T15:50:01.215108Z
,0.49,-3.6,-2.38,2025-03-17T15:50:02.274098Z
,0.73,-3.54,-2.38,2025-03-17T15:50:03.376873Z
,0.61,-3.48,-2.38,2025-03-17T15:50:04.491904Z
,0.67,-3.6,-2.38,2025-03-17T15:50:05.619397Z
,0.67,-3.6,-2.44,2025-03-17T15:50:06.690652Z
,0.73,-3.6,-2.38,2025-03-17T15:50:07.87277Z
,0.31,-3.6,-2.2,2025-03-17T15:50:08.997596Z
,0.67,-3.6,-2.32,2025-03-17T15:50:10.023251Z
,0.98,-3.48,-2.38,2025-03-17T15:50:11.148013Z
,0.92,-3.54,-2.38,2025-03-17T15:50:12.215295Z
,0.98,-3.6,-2.32,2025-03-17T15:50:13.316971Z
,0.67,-3.66,-2.38,2025-03-17T15:50:14.528935Z
,0.67,-3.42,-2.44,2025-03-17T15:50:15.551224Z
,0.73,-3.6,-2.38,2025-03-17T15:50:16.677781Z
,0.67,-3.54,-2.38,2025-03-17T15:50:17.805907Z
,0.55,-3.54,-2.38,2025-03-17T15:50:18.93056Z
,0.79,-3.48,-2.38,2025-03-17T15:50:20.058166Z
,0.55,-3.48,-2.44,2025-03-17T15:50:21.082394Z
,0.55,-3.48,-2.38,2025-03-17T15:50:22.158467Z
,0.43,-3.48,-2.38,2025-03-17T15:50:23.267164Z
,0.67,-3.6,-2.44,2025-03-17T15:50:24.36674Z
,0.61,-3.6,-2.38,2025-03-17T15:50:25.485286Z
,1.34,-3.23,-2.2,2025-03-17T15:50:26.611734Z
,2.32,-3.54,-2.08,2025-03-17T15:50:27.737099Z
,2.01,-3.42,-1.83,2025-03-17T15:50:28.863505Z
,1.77,-3.72,-2.01,2025-03-17T15:50:29.989897Z
,1.34,-3.66,-1.65,2025-03-17T15:50:31.013895Z
,0.61,-3.54,-2.32,2025-03-17T15:50:32.095969Z
,0.98,-3.48,-2.32,2025-03-17T15:50:33.211756Z
,0.79,-3.48,-2.38,2025-03-17T15:50:34.369998Z
,0.73,-3.48,-2.44,2025-03-17T15:50:35.521136Z
,0.67,-3.3,-2.56,2025-03-17T15:50:36.545347Z
,0.79,-3.6,-2.44,2025-03-17T15:50:37.670012Z
,0.67,-3.6,-2.38,2025-03-17T15:50:38.797418Z
,0.49,-3.48,-2.38,2025-03-17T15:50:39.829737Z
,0.98,-3.48,-2.32,2025-03-17T15:50:40.946089Z
,0.67,-3.72,-2.32,2025-03-17T15:50:42.043537Z
,0.73,-3.6,-2.38,2025-03-17T15:50:43.146171Z
,0.92,-3.6,-2.38,2025-03-17T15:50:44.326Z
,0.61,-3.48,-2.32,2025-03-17T15:50:45.453118Z
,0.73,-3.48,-2.44,2025-03-17T15:50:46.476541Z
,0.85,-3.48,-2.38,2025-03-17T15:50:47.602933Z
,0.49,-3.48,-2.44,2025-03-17T15:50:48.729382Z
,0.31,-3.48,-2.38,2025-03-17T15:50:49.857175Z
,0.73,-3.6,-2.38,2025-03-17T15:50:50.884469Z
,0.61,-3.48,-2.5,2025-03-17T15:50:51.989491Z
,0.79,-3.48,-2.38,2025-03-17T15:50:53.090162Z
,1.16,-3.66,-2.32,2025-03-17T15:50:54.258939Z
,1.04,-3.54,-2.38,2025-03-17T15:50:55.386329Z
,0.67,-3.6,-2.32,2025-03-17T15:50:56.513165Z
,1.22,-3.54,-2.38,2025-03-17T15:50:57.536821Z
,0.61,-3.66,-2.44,2025-03-17T15:50:58.66333Z
,0.67,-3.6,-2.44,2025-03-17T15:50:59.723373Z
,0.73,-3.54,-2.38,2025-03-17T15:51:00.915104Z
,0.73,-3.36,-2.5,2025-03-17T15:51:02.041499Z
,0.61,-3.6,-2.38,2025-03-17T15:51:03.064763Z
,0.43,-3.66,-2.38,2025-03-17T15:51:04.142212Z
,0.49,-3.6,-2.38,2025-03-17T15:51:05.314418Z
,0.67,-3.3,-2.5,2025-03-17T15:51:06.445414Z
,0.49,-3.6,-2.38,2025-03-17T15:51:07.469471Z
