
,X,Y,Z,time
,0.73,-3.6,-2.44,2025-03-17T15:19:59.279056Z
,0.73,-3.54,-2.38,2025-03-17T15:20:00.375263Z
,0.67,-3.42,-2.44,2025-03-17T15:20:01.479822Z
,0.73,-3.54,-2.38,2025-03-17T15:20:02.637822Z
,0.61,-3.48,-2.44,2025-03-17T15:20:03.697364Z
,0.79,-3.48,-2.38,2025-03-17T15:20:04.890582Z
,0.67,-3.48,-2.44,2025-03-17T15:20:05.914627Z
,0.61,-3.48,-2.5,2025-03-17T15:20:07.041183Z
,0.67,-3.42,-2.38,2025-03-17T15:20:08.167959Z
,0.73,-3.48,-2.44,2025-03-17T15:20:09.218419Z
,0.67,-3.48,-2.44,2025-03-17T15:20:10.320434Z
,0.73,-3.48,-2.44,2025-03-17T15:20:11.423722Z
,0.85,-3.6,-2.44,2025-03-17T15:20:12.571564Z
,0.55,-3.6,-2.5,2025-03-17T15:20:13.698454Z
,0.73,-3.54,-2.38,2025-03-17T15:20:14.763311Z
,0.67,-3.54,-2.38,2025-03-17T15:20:15.849228Z
,0.61,-3.42,-2.5,2025-03-17T15:20:16.949847Z
,0.67,-3.54,-2.5,2025-03-17T15:20:18.101145Z
,0.73,-3.54,-2.38,2025-03-17T15:20:19.218965Z
,0.67,-3.42,-2.44,2025-03-17T15:20:20.353883Z
,0.67,-3.54,-2.5,2025-03-17T15:20:21.363974Z
,0.73,-3.48,-2.44,2025-03-17T15:20:22.504382Z
,0.67,-3.54,-2.5,2025-03-17T15:20:23.577119Z
,0.73,-3.48,-2.44,2025-03-17T15:20:24.756405Z
,0.61,-3.48,-2.44,2025-03-17T15:20:25.790016Z
,0.67,-3.54,-2.5,2025-03-17T15:20:26.906918Z
,0.73,-3.54,-2.5,2025-03-17T15:20:28.034524Z
,0.67,-3.6,-2.44,2025-03-17T15:20:29.161281Z
,0.61,-3.48,-2.38,2025-03-17T15:20:30.233583Z
,0.67,-3.54,-2.44,2025-03-17T15:20:31.304836Z
,0.67,-3.48,-2.44,2025-03-17T15:20:32.4378Z
,0.67,-3.6,-2.5,2025-03-17T15:20:33.563609Z
,0.73,-3.54,-2.5,2025-03-17T15:20:34.689389Z
,0.55,-3.48,-2.38,2025-03-17T15:20:35.763307Z
,0.67,-3.42,-2.5,2025-03-17T15:20:36.838619Z
,0.61,-3.6,-2.56,2025-03-17T15:20:37.935521Z
,0.73,-3.54,-2.5,2025-03-17T15:20:39.048029Z
,0.67,-3.54,-2.44,2025-03-17T15:20:40.213058Z
,0.73,-3.54,-2.44,2025-03-17T15:20:41.253967Z
,0.67,-3.54,-2.5,2025-03-17T15:20:42.364413Z
,0.61,-3.48,-2.44,2025-03-17T15:20:43.51097Z
,0.73,-3.48,-2.44,2025-03-17T15:20:44.62225Z
,0.67,-3.6,-2.44,2025-03-17T15:20:45.674135Z
,2.38,-3.23,-2.08,2025-03-17T15:20:46.875224Z
,-1.22,-3.97,-2.93,2025-03-17T15:20:47.882247Z
,0.67,-3.17,-2.26,2025-03-17T15:20:48.986836Z
,0.73,-3.54,-2.44,2025-03-17T15:20:50.094584Z
,0.79,-3.54,-2.44,2025-03-17T15:20:51.206137Z
,0.67,-3.48,-2.5,2025-03-17T15:20:52.303251Z
,0.61,-3.48,-2.44,2025-03-17T15:20:53.428672Z
,0.79,-3.6,-2.38,2025-03-17T15:20:54.557228Z
,0.73,-3.6,-2.44,2025-03-17T15:20:55.61652Z
,0.73,-3.54,-2.44,2025-03-17T15:20:56.74013Z
,0.73,-3.6,-2.38,2025-03-17T15:20:57.833718Z
,0.55,-3.54,-2.44,2025-03-17T15:20:58.958431Z
,0.55,-3.6,-2.44,2025-03-17T15:21:00.036331Z
,0.79,-3.6,-2.44,2025-03-17T15:21:01.211362Z
,1.77,-3.42,-2.26,2025-03-17T15:21:02.251263Z
,0.79,-3.66,-2.44,2025-03-17T15:21:03.360535Z
,0.61,-3.54,-2.44,2025-03-17T15:21:04.61724Z
,0.67,-3.48,-2.5,2025-03-17T15:21:05.615992Z
,0.79,-3.6,-2.44,2025-03-17T15:21:06.662869Z
,0.67,-3.42,-2.44,2025-03-17T15:21:07.867445Z
,0.73,-3.48,-2.44,2025-03-17T15:21:08.892211Z
,0.61,-3.42,-2.5,2025-03-17T15:21:09.977393Z
,0.37,-3.6,-2.44,2025-03-17T15:21:11.091658Z
,0.67,-3.54,-2.44,2025-03-17T15:21:12.193714Z
,0.79,-3.54,-2.44,2025-03-17T15:21:13.397066Z
,0.67,-3.54,-2.44,2025-03-17T15:21:14.422221Z
,0.67,-3.54,-2.44,2025-03-17T15:21:15.548184Z
,0.67,-3.48,-2.38,2025-03-17T15:21:16.608967Z
,0.67,-3.42,-2.5,2025-03-17T15:21:17.800314Z
,0.73,-3.48,-2.44,2025-03-17T15:21:18.927873Z
,0.67,-3.6,-2.44,2025-03-17T15:21:19.950782Z
,0.67,-3.42,-2.44,2025-03-17T15:21:21.026087Z
,0.73,-3.48,-2.5,2025-03-17T15:21:22.128806Z
,0.73,-3.48,-2.5,2025-03-17T15:21:23.330053Z
,0.67,-3.48,-2.44,2025-03-17T15:21:24.339755Z
,0.55,-3.54,-2.38,2025-03-17T15:21:25.482116Z
,0.73,-3.48,-2.44,2025-03-17T15:21:26.547981Z
,0.55,-3.54,-2.5,2025-03-17T15:21:27.733254Z
,0.67,-3.42,-2.56,2025-03-17T15:21:28.859657Z
,0.73,-3.48,-2.44,2025-03-17T15:21:29.884239Z
,0.61,-3.48,-2.5,2025-03-17T15:21:30.977693Z
,0.79,-3.48,-2.5,2025-03-17T15:21:32.1113Z
,0.73,-3.54,-2.44,2025-03-17T15:21:33.263457Z
,0.67,-3.54,-2.5,2025-03-17T15:21:34.277911Z
,0.73,-3.48,-2.44,2025-03-17T15:21:35.41336Z
,0.67,-3.42,-2.44,2025-03-17T15:21:36.495795Z
,0.73,-3.54,-2.5,2025-03-17T15:21:37.666187Z
,0.61,-3.54,-2.5,2025-03-17T15:21:38.794244Z
,0.67,-3.54,-2.44,2025-03-17T15:21:39.81808Z
,0.73,-3.48,-2.44,2025-03-17T15:21:40.942879Z
,0.79,-3.48,-2.38,2025-03-17T15:21:42.012975Z
,0.79,-3.48,-2.56,2025-03-17T15:21:43.196092Z
,0.67,-3.54,-2.5,2025-03-17T15:21:44.221424Z
,0.67,-3.48,-2.5,2025-03-17T15:21:45.346873Z
,0.73,-3.54,-2.44,2025-03-17T15:21:46.473302Z
,0.61,-3.48,-2.5,2025-03-17T15:21:47.599972Z
,0.61,-3.54,-2.5,2025-03-17T15:21:48.727025Z
,0.67,-3.6,-2.44,2025-03-17T15:21:49.748493Z
,0.73,-3.42,-2.44,2025-03-17T15:21:50.854892Z
,0.67,-3.6,-2.5,2025-03-17T15:21:51.961356Z
,0.67,-3.6,-2.56,2025-03-17T15:21:53.071269Z
,0.55,-3.48,-2.56,2025-03-17T15:21:54.174142Z
,0.67,-3.54,-2.5,2025-03-17T15:21:55.383003Z
,0.67,-3.48,-2.5,2025-03-17T15:21:56.383011Z
,0.73,-3.48,-2.5,2025-03-17T15:21:57.634428Z
,0.85,-3.48,-2.5,2025-03-17T15:21:58.704474Z
,0.67,-3.66,-2.44,2025-03-17T15:21:59.737699Z
,0.85,-3.42,-2.38,2025-03-17T15:22:00.847281Z
,0.67,-3.54,-2.38,2025-03-17T15:22:01.936638Z
,0.55,-3.42,-2.5,2025-03-17T15:22:03.061704Z
,0.67,-3.48,-2.44,2025-03-17T15:22:04.21795Z
,0.61,-3.54,-2.44,2025-03-17T15:22:12.347812Z
,0.61,-3.42,-2.5,2025-03-17T15:22:12.893594Z
,0.73,-3.54,-2.44,2025-03-17T15:22:13.200981Z
,0.67,-3.48,-2.44,2025-03-17T15:22:13.496029Z
,0.67,-3.48,-2.5,2025-03-17T15:22:13.815535Z
,0.61,-3.48,-2.56,2025-03-17T15:22:14.122642Z
,0.73,-3.54,-2.56,2025-03-17T15:22:14.417752Z
,0.67,-3.54,-2.5,2025-03-17T15:22:14.736356Z
,0.67,-3.48,-2.5,2025-03-17T15:22:15.043574Z
,0.73,-3.48,-2.5,2025-03-17T15:22:15.523189Z
,0.61,-3.48,-2.56,2025-03-17T15:22:16.271523Z
,0.67,-3.6,-2.5,2025-03-17T15:22:17.397979Z
,0.67,-3.48,-2.5,2025-03-17T15:22:18.47041Z
,0.61,-3.48,-2.5,2025-03-17T15:22:19.650462Z
,0.61,-3.54,-2.5,2025-03-17T15:22:20.778591Z
,0.73,-3.48,-2.5,2025-03-17T15:22:21.780561Z
,0.67,-3.6,-2.5,2025-03-17T15:22:23.030017Z
,0.61,-3.54,-2.56,2025-03-17T15:22:24.156556Z
,0.67,-3.48,-2.44,2025-03-17T15:22:26.74809Z
,0.67,-3.6,-2.44,2025-03-17T15:22:27.070149Z
,0.67,-3.48,-2.5,2025-03-17T15:22:27.377964Z
,0.67,-3.48,-2.56,2025-03-17T15:22:30.034179Z
,0.73,-3.48,-2.5,2025-03-17T15:22:30.38986Z
,0.67,-3.48,-2.56,2025-03-17T15:22:30.712557Z
,0.67,-3.48,-2.5,2025-03-17T15:22:31.858476Z
,0.61,-3.48,-2.5,2025-03-17T15:22:32.84488Z
,0.79,-3.54,-2.5,2025-03-17T15:22:34.038973Z
,0.61,-3.54,-2.5,2025-03-17T15:22:35.114776Z
,0.67,-3.48,-2.44,2025-03-17T15:22:37.249983Z
,0.67,-3.54,-2.44,2025-03-17T15:22:37.542179Z
,0.79,-3.54,-2.44,2025-03-17T15:22:39.823797Z
,0.73,-3.54,-2.38,2025-03-17T15:22:42.582013Z
,0.73,-3.54,-2.44,2025-03-17T15:22:42.880641Z
,0.61,-3.6,-2.5,2025-03-17T15:22:43.204774Z
,0.67,-3.54,-2.5,2025-03-17T15:22:43.818796Z
,0.67,-3.48,-2.56,2025-03-17T15:22:44.114118Z
,0.67,-3.6,-2.44,2025-03-17T15:22:46.479898Z
,0.73,-3.48,-2.5,2025-03-17T15:22:46.787824Z
,0.67,-3.36,-2.5,2025-03-17T15:22:47.181429Z
,0.85,-3.6,-2.38,2025-03-17T15:22:48.324037Z
,0.79,-3.54,-2.5,2025-03-17T15:22:54.176617Z
,0.67,-3.54,-2.56,2025-03-17T15:22:54.473002Z
,0.67,-3.42,-2.5,2025-03-17T15:22:54.775639Z
,0.55,-3.48,-2.56,2025-03-17T15:22:55.083211Z
,0.61,-3.42,-2.56,2025-03-17T15:22:55.390524Z
,0.73,-3.6,-2.62,2025-03-17T15:22:55.698196Z
,0.61,-3.48,-2.5,2025-03-17T15:22:57.129717Z
,0.61,-3.66,-2.5,2025-03-17T15:22:58.870442Z
,0.73,-3.48,-2.5,2025-03-17T15:22:59.18126Z
,0.67,-3.48,-2.56,2025-03-17T15:22:59.521294Z
,0.79,-3.48,-2.56,2025-03-17T15:23:00.437204Z
,0.61,-3.6,-2.5,2025-03-17T15:23:01.739474Z
,0.61,-3.54,-2.5,2025-03-17T15:23:02.659289Z
,0.73,-3.42,-2.56,2025-03-17T15:23:03.946951Z
,0.79,-3.6,-2.38,2025-03-17T15:23:05.117101Z
,0.37,-3.66,-2.5,2025-03-17T15:23:06.244231Z
,0.79,-3.54,-2.5,2025-03-17T15:23:07.128526Z
,0.61,-3.42,-2.5,2025-03-17T15:23:08.291701Z
,0.67,-3.54,-2.56,2025-03-17T15:23:09.31669Z
,0.67,-3.54,-2.5,2025-03-17T15:23:10.466267Z
,0.61,-3.48,-2.44,2025-03-17T15:23:11.481281Z
,0.61,-3.54,-2.56,2025-03-17T15:23:12.694543Z
,0.67,-3.54,-2.5,2025-03-17T15:23:13.719294Z
,0.67,-3.48,-2.5,2025-03-17T15:23:14.947433Z
,0.73,-3.42,-2.44,2025-03-17T15:23:15.918967Z
,0.67,-3.6,-2.5,2025-03-17T15:23:17.0995Z
,0.67,-3.54,-2.44,2025-03-17T15:23:18.224368Z
,0.67,-3.48,-2.5,2025-03-17T15:23:19.350809Z
,0.61,-3.48,-2.5,2025-03-17T15:23:20.375502Z
,0.67,-3.54,-2.5,2025-03-17T15:23:21.426225Z
,0.61,-3.48,-2.44,2025-03-17T15:23:23.01183Z
,0.61,-3.48,-2.5,2025-03-17T15:23:23.755375Z
,0.67,-3.54,-2.44,2025-03-17T15:23:24.779121Z
,0.61,-3.54,-2.5,2025-03-17T15:23:27.285586Z
,0.79,-3.54,-2.5,2025-03-17T15:23:27.648048Z
,0.67,-3.54,-2.5,2025-03-17T15:23:28.053797Z
,0.61,-3.48,-2.56,2025-03-17T15:23:29.182045Z
,0.67,-3.6,-2.5,2025-03-17T15:23:31.655338Z
,0.67,-3.54,-2.44,2025-03-17T15:23:31.948021Z
,0.73,-3.6,-2.44,2025-03-17T15:23:32.46934Z
,0.61,-3.48,-2.44,2025-03-17T15:23:33.577766Z
,0.61,-3.54,-2.5,2025-03-17T15:23:36.45324Z
,0.73,-3.48,-2.44,2025-03-17T15:23:36.758614Z
,0.79,-3.54,-2.5,2025-03-17T15:23:37.054322Z
,0.73,-3.48,-2.5,2025-03-17T15:23:37.997523Z
,0.49,-3.6,-2.5,2025-03-17T15:23:43.382742Z
,0.67,-3.54,-2.5,2025-03-17T15:23:43.683858Z
,0.61,-3.54,-2.38,2025-03-17T15:23:43.981292Z
,0.61,-3.48,-2.5,2025-03-17T15:23:44.278911Z
,0.67,-3.6,-2.44,2025-03-17T15:23:44.644818Z
,0.67,-3.48,-2.44,2025-03-17T15:23:44.938182Z
,0.67,-3.48,-2.38,2025-03-17T15:23:45.772035Z
,0.73,-3.54,-2.44,2025-03-17T15:23:46.999024Z
,0.67,-3.54,-2.44,2025-03-17T15:23:48.02435Z
,0.61,-3.48,-2.44,2025-03-17T15:23:49.251962Z
,0.61,-3.48,-2.44,2025-03-17T15:23:50.148208Z
,0.61,-3.54,-2.5,2025-03-17T15:23:51.34906Z
,0.67,-3.6,-2.62,2025-03-17T15:23:52.355488Z
,0.67,-3.54,-2.44,2025-03-17T15:23:53.538489Z
,0.61,-3.6,-2.5,2025-03-17T15:23:54.577477Z
,0.67,-3.6,-2.5,2025-03-17T15:23:55.807098Z
,0.73,-3.48,-2.44,2025-03-17T15:23:56.771926Z
,0.73,-3.54,-2.44,2025-03-17T15:23:57.956888Z
,0.73,-3.42,-2.44,2025-03-17T15:23:59.084226Z
,0.67,-3.42,-2.44,2025-03-17T15:24:00.208719Z
,0.55,-3.48,-2.56,2025-03-17T15:24:01.192645Z
,0.61,-3.54,-2.5,2025-03-17T15:24:02.300532Z
,0.67,-3.42,-2.5,2025-03-17T15:24:03.487057Z
,0.67,-3.54,-2.5,2025-03-17T15:24:05.739335Z
,0.73,-3.48,-2.5,2025-03-17T15:24:06.045309Z
,0.67,-3.48,-2.44,2025-03-17T15:24:06.715286Z
,0.61,-3.6,-2.5,2025-03-17T15:24:07.888939Z
,0.61,-3.48,-2.44,2025-03-17T15:24:09.015375Z
,0.79,-3.48,-2.44,2025-03-17T15:24:10.040326Z
,0.61,-3.48,-2.5,2025-03-17T15:24:12.206231Z
,0.73,-3.42,-2.5,2025-03-17T15:24:13.984817Z
,0.55,-3.48,-2.44,2025-03-17T15:24:14.43022Z
,0.73,-3.48,-2.44,2025-03-17T15:24:14.752115Z
,0.61,-3.54,-2.5,2025-03-17T15:24:17.003669Z
,0.73,-3.48,-2.5,2025-03-17T15:24:17.310967Z
,0.67,-3.42,-2.5,2025-03-17T15:24:17.756612Z
,0.67,-3.42,-2.38,2025-03-17T15:24:18.950054Z
,0.55,-3.6,-2.5,2025-03-17T15:24:21.728094Z
,0.61,-3.48,-2.56,2025-03-17T15:24:22.028813Z
,0.73,-3.48,-2.5,2025-03-17T15:24:23.742722Z
,0.61,-3.48,-2.5,2025-03-17T15:24:24.030943Z
,0.67,-3.54,-2.44,2025-03-17T15:24:24.425522Z
,0.67,-3.54,-2.5,2025-03-17T15:24:25.708457Z
,0.67,-3.48,-2.5,2025-03-17T15:24:26.629301Z
,0.67,-3.54,-2.56,2025-03-17T15:24:27.858613Z
,0.61,-3.6,-2.44,2025-03-17T15:24:28.803888Z
,0.67,-3.54,-2.5,2025-03-17T15:24:30.039224Z
,0.67,-3.54,-2.44,2025-03-17T15:24:31.032718Z
,0.61,-3.48,-2.5,2025-03-17T15:24:32.123676Z
,0.73,-3.54,-2.44,2025-03-17T15:24:33.222702Z
,0.79,-3.54,-2.44,2025-03-17T15:24:34.330548Z
,0.55,-3.54,-2.5,2025-03-17T15:24:35.538932Z
,0.85,-3.48,-2.44,2025-03-17T15:24:36.559058Z
,0.55,-3.6,-2.44,2025-03-17T15:24:37.687749Z
,0.61,-3.48,-2.5,2025-03-17T15:24:38.762816Z
,0.67,-3.48,-2.44,2025-03-17T15:24:39.940691Z
,0.61,-3.48,-2.44,2025-03-17T15:24:40.964608Z
,0.73,-3.48,-2.5,2025-03-17T15:24:42.093355Z
,0.67,-3.42,-2.56,2025-03-17T15:24:43.168231Z
,0.61,-3.48,-2.44,2025-03-17T15:24:44.273435Z
,0.67,-3.54,-2.44,2025-03-17T15:24:45.471502Z
,0.61,-3.42,-2.44,2025-03-17T15:24:46.49437Z
,0.67,-3.54,-2.38,2025-03-17T15:24:47.621436Z
,0.67,-3.54,-2.5,2025-03-17T15:24:48.748415Z
,0.67,-3.54,-2.5,2025-03-17T15:24:49.873565Z
,0.61,-3.54,-2.5,2025-03-17T15:24:51.001376Z
,0.67,-3.6,-2.5,2025-03-17T15:24:52.004647Z
,0.73,-3.54,-2.44,2025-03-17T15:24:53.125925Z
,0.61,-3.42,-2.44,2025-03-17T15:24:54.215568Z
,0.67,-3.48,-2.5,2025-03-17T15:24:55.404935Z
,0.67,-3.48,-2.5,2025-03-17T15:24:56.529659Z
,0.67,-3.54,-2.5,2025-03-17T15:24:57.554782Z
,0.67,-3.48,-2.38,2025-03-17T15:24:58.680594Z
,0.79,-3.6,-2.5,2025-03-17T15:24:59.806471Z
,0.67,-3.54,-2.5,2025-03-17T15:25:00.932838Z
,0.61,-3.6,-2.5,2025-03-17T15:25:01.95681Z
,0.55,-3.48,-2.62,2025-03-17T15:25:03.054201Z
,0.73,-3.48,-2.5,2025-03-17T15:25:04.16886Z
,0.67,-3.54,-2.5,2025-03-17T15:25:05.336091Z
,0.67,-3.54,-2.56,2025-03-17T15:25:06.462513Z
,0.61,-3.6,-2.5,2025-03-17T15:25:07.475009Z
,0.67,-3.54,-2.5,2025-03-17T15:25:08.591411Z
,0.67,-3.54,-2.5,2025-03-17T15:25:09.740889Z
,0.67,-3.54,-2.44,2025-03-17T15:25:10.865878Z
,0.79,-3.54,-2.5,2025-03-17T15:25:11.99283Z
,0.61,-3.54,-2.44,2025-03-17T15:25:12.998005Z
,0.67,-3.54,-2.5,2025-03-17T15:25:14.108776Z
,0.67,-3.48,-2.5,2025-03-17T15:25:15.269122Z
,0.79,-3.54,-2.38,2025-03-17T15:25:16.395492Z
,0.61,-3.54,-2.5,2025-03-17T15:25:17.571859Z
,0.79,-3.54,-2.5,2025-03-17T15:25:18.547569Z
,0.55,-3.48,-2.44,2025-03-17T15:25:19.672928Z
,0.73,-3.48,-2.44,2025-03-17T15:25:20.798497Z
,0.73,-3.54,-2.44,2025-03-17T15:25:21.872656Z
,0.67,-3.48,-2.5,2025-03-17T15:25:22.941584Z
,0.79,-3.54,-2.44,2025-03-17T15:25:24.090456Z
,0.79,-3.54,-2.44,2025-03-17T15:25:25.713969Z
,0.73,-3.54,-2.44,2025-03-17T15:25:26.329383Z
,0.61,-3.48,-2.44,2025-03-17T15:25:27.454795Z
,0.67,-3.54,-2.5,2025-03-17T15:25:28.479074Z
,0.73,-3.6,-2.44,2025-03-17T15:25:29.576559Z
,0.61,-3.48,-2.44,2025-03-17T15:25:30.718311Z
,0.67,-3.48,-2.38,2025-03-17T15:25:31.781765Z
,0.79,-3.48,-2.44,2025-03-17T15:25:32.891979Z
,0.67,-3.54,-2.5,2025-03-17T15:25:34.009751Z
,0.79,-3.48,-2.44,2025-03-17T15:25:35.097297Z
,0.61,-3.48,-2.5,2025-03-17T15:25:36.261391Z
,0.73,-3.48,-2.44,2025-03-17T15:25:37.389285Z
,0.73,-3.54,-2.5,2025-03-17T15:25:38.51534Z
,0.67,-3.42,-2.56,2025-03-17T15:25:39.518009Z
,0.61,-3.54,-2.44,2025-03-17T15:25:40.66518Z
,0.61,-3.54,-2.5,2025-03-17T15:25:41.738466Z
,0.67,-3.42,-2.5,2025-03-17T15:25:42.917409Z
,0.73,-3.6,-2.5,2025-03-17T15:25:43.933085Z
,0.67,-3.48,-2.5,2025-03-17T15:25:45.04078Z
,0.73,-3.54,-2.5,2025-03-17T15:25:46.195523Z
,0.73,-3.54,-2.5,2025-03-17T15:25:47.320776Z
,0.67,-3.54,-2.56,2025-03-17T15:25:48.44807Z
,0.73,-3.48,-2.44,2025-03-17T15:25:49.573657Z
,0.67,-3.54,-2.56,2025-03-17T15:25:50.593712Z
,0.67,-3.54,-2.44,2025-03-17T15:25:51.671583Z
,0.67,-3.6,-2.38,2025-03-17T15:25:52.772823Z
,0.67,-3.54,-2.44,2025-03-17T15:25:53.887363Z
,0.61,-3.54,-2.38,2025-03-17T15:25:54.982264Z
,0.67,-3.48,-2.5,2025-03-17T15:25:56.128564Z
,0.61,-3.48,-2.5,2025-03-17T15:25:57.253707Z
,0.67,-3.42,-2.5,2025-03-17T15:25:58.482721Z
,0.55,-3.48,-2.44,2025-03-17T15:25:59.506629Z
,0.67,-3.48,-2.44,2025-03-17T15:26:00.530625Z
,0.55,-3.48,-2.5,2025-03-17T15:26:01.61318Z
,0.67,-3.6,-2.5,2025-03-17T15:26:02.730878Z
,0.67,-3.66,-2.5,2025-03-17T15:26:03.87494Z
,0.67,-3.48,-2.56,2025-03-17T15:26:04.997551Z
,0.73,-3.48,-2.44,2025-03-17T15:26:06.027632Z
,0.73,-3.54,-2.5,2025-03-17T15:26:07.140291Z
,0.67,-3.48,-2.56,2025-03-17T15:26:08.313118Z
,0.61,-3.54,-2.38,2025-03-17T15:26:09.440942Z
,0.79,-3.6,-2.44,2025-03-17T15:26:10.565875Z
,0.61,-3.66,-2.5,2025-03-17T15:26:11.599494Z
,0.73,-3.6,-2.5,2025-03-17T15:26:12.658601Z
,0.73,-3.48,-2.5,2025-03-17T15:26:13.764721Z
,0.73,-3.54,-2.5,2025-03-17T15:26:14.969905Z
,0.73,-3.48,-2.56,2025-03-17T15:26:15.990797Z
,0.61,-3.48,-2.5,2025-03-17T15:26:17.12069Z
,0.67,-3.6,-2.5,2025-03-17T15:26:18.246764Z
,0.67,-3.48,-2.5,2025-03-17T15:26:19.374081Z
,0.67,-3.42,-2.5,2025-03-17T15:26:20.389703Z
,0.67,-3.54,-2.44,2025-03-17T15:26:21.625613Z
,0.73,-3.54,-2.56,2025-03-17T15:26:22.603357Z
,0.67,-3.48,-2.56,2025-03-17T15:26:23.775786Z
,0.73,-3.48,-2.56,2025-03-17T15:26:24.905073Z
,0.67,-3.48,-2.44,2025-03-17T15:26:25.917821Z
,0.67,-3.54,-2.56,2025-03-17T15:26:27.05255Z
,0.61,-3.48,-2.38,2025-03-17T15:26:28.179121Z
,0.73,-3.42,-2.5,2025-03-17T15:26:29.305453Z
,0.73,-3.48,-2.56,2025-03-17T15:26:30.338726Z
,0.67,-3.54,-2.44,2025-03-17T15:26:31.449247Z
,0.61,-3.54,-2.44,2025-03-17T15:26:32.54891Z
,0.55,-3.48,-2.5,2025-03-17T15:26:33.655979Z
,0.61,-3.54,-2.56,2025-03-17T15:26:34.755949Z
,0.73,-3.42,-2.5,2025-03-17T15:26:35.859094Z
,0.67,-3.42,-2.56,2025-03-17T15:26:37.001319Z
,0.67,-3.54,-2.56,2025-03-17T15:26:38.11187Z
,0.73,-3.6,-2.5,2025-03-17T15:26:39.239188Z
,0.61,-3.42,-2.44,2025-03-17T15:26:40.365852Z
,0.61,-3.48,-2.56,2025-03-17T15:26:41.388774Z
,0.67,-3.54,-2.5,2025-03-17T15:26:42.488916Z
,0.67,-3.48,-2.44,2025-03-17T15:26:43.591601Z
,0.61,-3.42,-2.56,2025-03-17T15:26:44.696417Z
,0.61,-3.48,-2.5,2025-03-17T15:26:45.805668Z
,0.61,-3.42,-2.56,2025-03-17T15:26:46.906093Z
,0.55,-3.42,-2.56,2025-03-17T15:26:48.046387Z
,0.67,-3.48,-2.56,2025-03-17T15:26:49.171308Z
,0.61,-3.54,-2.5,2025-03-17T15:26:50.299011Z
,0.79,-3.48,-2.5,2025-03-17T15:26:51.336057Z
,0.67,-3.48,-2.44,2025-03-17T15:26:52.434997Z
,0.61,-3.48,-2.56,2025-03-17T15:26:53.575531Z
,0.61,-3.54,-2.44,2025-03-17T15:26:54.645901Z
,0.67,-3.54,-2.5,2025-03-17T15:26:55.828299Z
,0.73,-3.48,-2.44,2025-03-17T15:26:56.90125Z
,0.73,-3.6,-2.5,2025-03-17T15:26:57.978744Z
,0.67,-3.48,-2.5,2025-03-17T15:26:59.079971Z
,0.55,-3.54,-2.5,2025-03-17T15:27:00.230537Z
,0.06,-3.72,-2.62,2025-03-17T15:27:01.271806Z
,0.61,-3.6,-2.5,2025-03-17T15:27:02.382543Z
,0.67,-3.54,-2.5,2025-03-17T15:27:03.508756Z
,0.61,-3.54,-2.5,2025-03-17T15:27:04.588408Z
,0.49,-3.54,-2.56,2025-03-17T15:27:05.760308Z
,0.61,-3.6,-2.5,2025-03-17T15:27:06.799435Z
,0.61,-3.48,-2.44,2025-03-17T15:27:08.013856Z
,0.67,-3.6,-2.44,2025-03-17T15:27:09.037016Z
,0.67,-3.54,-2.5,2025-03-17T15:27:10.26662Z
,0.61,-3.6,-2.5,2025-03-17T15:27:11.215385Z
,0.67,-3.42,-2.5,2025-03-17T15:27:12.327315Z
,0.61,-3.54,-2.56,2025-03-17T15:27:13.440099Z
,0.55,-3.48,-2.5,2025-03-17T15:27:14.532337Z
,0.67,-3.54,-2.44,2025-03-17T15:27:15.646404Z
,0.79,-3.54,-2.44,2025-03-17T15:27:16.744365Z
,0.67,-3.6,-2.56,2025-03-17T15:27:17.946063Z
,0.61,-3.48,-2.56,2025-03-17T15:27:18.97077Z
,0.61,-3.66,-2.5,2025-03-17T15:27:20.096413Z
,0.61,-3.54,-2.5,2025-03-17T15:27:26.342894Z
,0.67,-3.54,-2.5,2025-03-17T15:27:26.641116Z
,0.73,-3.6,-2.56,2025-03-17T15:27:26.934031Z
,0.79,-3.48,-2.56,2025-03-17T15:27:27.266375Z
,3.05,-2.99,-2.81,2025-03-17T15:27:27.573593Z
,0.79,-3.42,-2.5,2025-03-17T15:27:27.880716Z
,-0.43,-3.72,-2.62,2025-03-17T15:27:28.188069Z
,0.43,-3.54,-2.38,2025-03-17T15:27:28.902925Z
,-3.97,-4.46,-3.54,2025-03-17T15:27:30.030811Z
,2.26,-3.48,-2.26,2025-03-17T15:27:31.156434Z
,-0.73,-3.6,-2.38,2025-03-17T15:27:32.283233Z
,1.4,-3.3,-2.26,2025-03-17T15:27:33.40925Z
,0.73,-3.6,-2.44,2025-03-17T15:27:34.429824Z
,0.61,-3.54,-2.56,2025-03-17T15:27:35.560304Z
,0.61,-3.54,-2.5,2025-03-17T15:27:36.644297Z
,0.67,-3.42,-2.5,2025-03-17T15:27:37.812566Z
,0.79,-3.48,-2.5,2025-03-17T15:27:38.938326Z
,0.67,-3.48,-2.56,2025-03-17T15:27:39.962469Z
,0.61,-3.6,-2.5,2025-03-17T15:27:41.089782Z
,0.67,-3.54,-2.38,2025-03-17T15:27:42.220084Z
,0.67,-3.48,-2.5,2025-03-17T15:27:43.343151Z
,0.61,-3.54,-2.56,2025-03-17T15:27:44.360912Z
,0.61,-3.6,-2.5,2025-03-17T15:27:45.462671Z
